Curs;Estudis;Codi àrea territorial;Àrea territorial;Naturalesa;Titularitat;Matrícula concertada (S/N);Sexe;NESE agrupació;NESE descripció;Alumnes matriculats
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;18
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;89
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;47
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;287
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;143
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;678
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;808
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;193
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;58
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL PROFUNDA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;11
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;11
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;11
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;129
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;405
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;92
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;364
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;214
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;828
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;1330
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;27
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;18
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;98
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;515
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;124
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;42
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL PROFUNDA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;12
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;27
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;81
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;22
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;118
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;577
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;247
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;62
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;32
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;21
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;291
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;114
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;806
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;487
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;95
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;74
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1060;CATALUNYA CENTRAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;190
